created_at,text
2015-06-20 11:36:44 +0000,Here is my televised conversation w/ #NH voters on @WMUR9 that aired last night check it out online here http://t.co/DvwwrqDiLt #tcot #FITN
2015-06-19 23:03:41 +0000,Tune in now on @WMUR9 to watch my town hall with @JoshMcElveen and great NH voters! #NHpolitics #FITN http://t.co/G4ggQIZWBb
2015-06-19 22:12:58 +0000,I had a great time tonight discussing America's future with the great people of Pemi-Baker GOP. #NHpolitics #FITN http://t.co/TdRbzqVnM6
2015-06-19 20:28:51 +0000,Looking for my new mode of transportation in #NH. #bikeweeknh #nhpolitics #FITN http://t.co/cxRbdwd9PA
2015-06-19 20:10:09 +0000,Trying my chance at a raffle for a new @harleydavidson @BikeWeekNH #fitn http://t.co/8XJjtmHe9q
2015-06-19 18:03:46 +0000,Tune in tonight @WMUR9 at 7pm to watch me field questions from #NH voters &amp; my plan for our Country #NHpolitics #fitn http://t.co/HXa1ftQmVN
2015-06-19 17:04:24 +0000,"I had the honor of speaking at the NH VFW convention today, what a great group of Americans #fitn #VETERANS http://t.co/MB1LwxtIij"
2015-06-19 12:54:13 +0000,If you missed my interview this morning on @JackHeathRadio you can listen to it hear later today http://t.co/WhCH7G9Afz #fitn #NHpolitics
2015-06-18 23:23:53 +0000,"""The GOP motto needs to be better jobs with higher wages!"" #tcot #FITN # http://t.co/gvaBIffOS6"
2015-06-18 22:39:30 +0000,Great night for a BBQ and meeting the passionate voters of #NH.  #nhpolitics #FITN http://t.co/ipYL8IdsZl
2015-06-18 20:26:03 +0000,Just landed in #NH and I am looking forward to speaking at the @BedfordGOP Summer Social tonight at 6pm!  #nhpolitics #FITN
2015-06-14 16:40:40 +0000,4 Liberal Myths About Ronald Reagan Debunked http://t.co/jJnieDrkwe @DailySignal
2015-06-07 12:30:49 +0000,I'll be on @msnbc live in a few minutes http://t.co/zm3KZK6HKz
2015-06-07 12:25:02 +0000,Looking forward to this morning's appearance @msnbc with @SteveKornacki
2015-06-05 13:49:27 +0000,"Making some news:  Newsmax TV Jim Gilmore: I'm Still Eyeing 2016 Run But Not in a Hurry
http://t.co/baNY2A0BkC"
2015-05-19 23:03:55 +0000,CNN: Former RNC head: Stephanopoulos shouldn't cover 2016 http://t.co/oUIaLaZDN7
2015-05-17 02:42:12 +0000,Don't Miss CNN's Reliable Sources  @cnnreliable http://t.co/HTm3lYlYKq tomorrow May 17th at 11am. Discussing Stephanopolous Scandal.
2015-05-16 23:29:24 +0000,CNN: Is 'Clinton Cash' biased? (Interview part 1) http://t.co/X2fxVgt51i
2015-05-16 23:08:22 +0000,@CNNReliable Looking forward to the show tomorrow.
2015-04-29 15:09:57 +0000,Hilliary Clinton is disqualified from the candidacy. She cannot restore trust by the American people that the system is honest.
2015-04-24 18:19:29 +0000,Let me know if Hillary &amp; Bill should drop out of 2016 race...#dropoutnow http://t.co/NcFRgFyelH
2015-04-24 16:50:13 +0000,It's time to end the era of Clintonism as we know it....http://t.co/P7NM2Nemjp #DropOutHillary
2015-04-24 16:43:27 +0000,Considering a Bid (my credentials) http://t.co/56BxcTcSgu
2015-04-24 16:02:44 +0000,#HillaryMustDropOut http://t.co/P7NM2Nemjp #Hillary2016
2015-04-24 15:50:54 +0000,@SecretsBedard Hillary Must Drop Out http://t.co/P7NM2Nemjp
2015-04-24 15:50:28 +0000,@DRUDGE Hillary Must Drop Out http://t.co/P7NM2Nemjp
2015-04-22 21:36:19 +0000,.@SecretsBedard - watch @newsmax tomorrow when I'll be discussing current events. Appreciate all you do Paul.  I'll be on 11:22am ET w/ JD.
2015-04-22 21:33:12 +0000,On Tomorrow Morning 11:22am ET talking issues of the day...Newsmax is your source for breaking news.  Watch LiveTV: http://t.co/sg2R0UqOGB
2015-04-14 18:04:05 +0000,"#USA needs new #foreignpolicy to shape events. American power: diplomacy, economic power, military force &amp; the great power of our ideals."
2015-04-03 13:36:39 +0000,.@washtimes Reveal what's in the Iran Deal. My op-ed: http://t.co/PL60Bts69c
2015-04-02 23:41:34 +0000,". #Iran agreement requires complete Congressional review,  and complete transparency.  My op-ed in the # washingtontimes tomorrow."
2015-03-30 01:43:52 +0000,It's time to Rebuild American Foreign Policy http://t.co/lAbZQ88Ctu
2015-03-21 03:21:06 +0000,@GovernorGilmore who hacked you?
2015-03-21 03:15:40 +0000,@GovernorGilmore where can we access your calendar?
2015-03-20 19:43:07 +0000,GrowthPAC urging Americans to sign petition to Obama to stand up to enemies.. #contsitution #NationalPrayerBreakfast http://t.co/XiMdDXak7g
2015-03-20 19:31:14 +0000,My latest op-ed in @TheNatlInterest Rebuilding American Foreign Policy http://t.co/lAbZQ88Ctu
2015-03-01 22:21:04 +0000,@christianjosi looking forward to webinar. was in NH this weekend. here's proof. hope you are well. http://t.co/2FpSA24TH1
2015-03-01 22:18:01 +0000,http://t.co/2FpSA24TH1
2015-02-12 02:20:57 +0000,"@DwightNation  great summary of the remarks. Thanks, Dwight."
2015-02-08 02:59:47 +0000,"Tell the President to stand up to our enemies, not cower to them or make excuses for them! - See more at: http://t.co/6ISK3GKV1J"
2015-02-08 02:53:08 +0000,.@dwightnation Gilmore win's Montgo Co GOP MD Party Convention 2016 Presidential Straw Poll http://t.co/OXPIxScQId http://t.co/z4ecLmF9hk
2015-02-06 23:06:47 +0000,GrowthPAC urging Americans to sign petition to Obama to stand up to enemies.. #contsitution #NationalPrayerBreakfast http://t.co/XiMdDXak7g
2015-02-06 21:35:36 +0000,Critics Seize On Obama’s ISIS Remarks at Prayer Breakfast http://t.co/zeUDXQ7H17
2015-02-06 20:02:15 +0000,"Hope to see many friends in Bethesda tomorrow morning (bright and early!) 8:30am at Doubletree Hotel Wisconsin Ave
http://t.co/mrOMlF7RHs"
